,locusTag,baseMean,log2FoldChange,lfcSE,pvalue,padj,abs_log2,name,symbol,chromosome,KO_anno,KO_desc
631,Bcen2424_0389,25.21224121,-0.736575258,0.369913087,0.003106413,0.028095999,0.736575258,hypothetical protein,,1,NA,no KO assigned 
238,Bcen2424_2893,4874.533925,0.734740541,0.249594382,0.000265821,0.006380829,0.734740541,D-alanyl-D-alanine carboxypeptidase,,1,K07258,K07258 serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4] 
463,Bcen2424_2650,2400.994952,0.733437379,0.309470803,0.00125728,0.015481958,0.733437379,DUF2889 domain-containing protein,,1,NA,no KO assigned 
744,Bcen2424_5520,59.651935,-0.733431143,0.436490033,0.004850074,0.037186082,0.733431143,VOC family protein,,2,NA,no KO assigned 
763,Bcen2424_5837,198.7467769,-0.732910447,0.451060183,0.005209361,0.03891826,0.732910447,BON domain-containing protein,,2,K04065,K04065 hyperosmotically inducible periplasmic protein 
188,Bcen2424_5268,281.672258,0.732649151,0.232418221,0.00013524,0.004114319,0.732649151,group II intron reverse transcriptase/maturase,ltrA,2,K00986,K00986 RNA-directed DNA polymerase [EC:2.7.7.49] 
321,Bcen2424_0722,1137.01307,0.73235248,0.269394899,0.000524404,0.009308766,0.73235248,tRNA guanosine(34) transglycosylase Tgt,tgt,1,K00773,K00773 queuine tRNA-ribosyltransferase [EC:2.4.2.29] 
190,Bcen2424_0374,14345.78364,0.729293293,0.231989165,0.000141609,0.004262507,0.729293293,DNA-directed RNA polymerase subunit alpha,rpoA,1,K03040,K03040 DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6] 
87,Bcen2424_1554,1026.921267,0.727946401,0.199391986,2.39E-05,0.001562554,0.727946401,quinone-dependent dihydroorotate dehydrogenase,,1,K00254,K00254 dihydroorotate dehydrogenase [EC:1.3.5.2] 
495,Bcen2424_4455,292.0487867,-0.72615567,0.316371234,0.001517516,0.017476009,0.72615567,collagen-like triple helix repeat-containing protein,,2,NA,no KO assigned 
393,Bcen2424_0242,3160.391782,0.725940215,0.284827354,0.000830292,0.012036654,0.725940215,30S ribosomal protein S21,,1,K02970,K02970 small subunit ribosomal protein S21 
34,Bcen2424_2907,810.8800437,0.724860837,0.166416673,1.26E-06,0.000210138,0.724860837,D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase,rfaE2,1,K21345,K21345 D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase [EC:2.7.7.70] 
336,Bcen2424_0370,4115.573478,0.721806283,0.269410084,0.000580118,0.009812432,0.721806283,50S ribosomal protein L36,rpmJ,1,K02919,K02919 large subunit ribosomal protein L36 
560,Bcen2424_5231,79.43153815,-0.719493749,0.335240987,0.002158877,0.02197111,0.719493749,EAL domain-containing protein,,2,NA,no KO assigned 
261,Bcen2424_3442,956.5044536,-0.718896736,0.250308509,0.000326793,0.007150486,0.718896736,IS3 family transposase,,2,K07497,K07497 putative transposase 
612,BCEN2424_RS35150,361.8926537,0.718028991,0.356677292,0.002827377,0.026368766,0.718028991,hypothetical protein,,1,NA,NA
768,Bcen2424_1714,25.82764474,-0.717779199,0.423449279,0.005309223,0.03936854,0.717779199,biopolymer transporter ExbD,,1,K03559,K03559 biopolymer transport protein ExbD 
364,Bcen2424_1911,144.9085499,0.716689124,0.271851021,0.000662462,0.010382224,0.716689124,BolA family transcriptional regulator,,1,K05527,"K05527 BolA family transcriptional regulator, general stress-responsive regulator "
491,Bcen2424_4464,1844.504779,0.714450486,0.304274857,0.001475108,0.017126304,0.714450486,cold-shock protein,,2,K03704,K03704 cold shock protein 
476,Bcen2424_3164,212.1594892,0.714269215,0.304437277,0.001379228,0.016518801,0.714269215,membrane protein insertion efficiency factor YidD,yidD,1,K08998,K08998 uncharacterized protein 
827,Bcen2424_0484,520.3871052,-0.713989068,0.48781353,0.006666072,0.045967616,0.713989068,type VI secretion system-associated protein TagF,tagF,1,K11890,K11890 type VI secretion system protein ImpM 
596,Bcen2424_2745,654.9632525,0.712242283,0.347368862,0.002608367,0.024970248,0.712242283,MFS transporter,,1,NA,no KO assigned 
223,Bcen2424_2197,14653.87127,0.712080647,0.238072691,0.000219359,0.005618371,0.712080647,(2Fe-2S)-binding protein,,1,K02192,K02192 bacterioferritin-associated ferredoxin 
266,Bcen2424_5431,30763.18155,0.711877574,0.24757935,0.000338013,0.007256437,0.711877574,TonB-dependent hemoglobin/transferrin/lactoferrin family receptor,,2,K16087,K16087 hemoglobin/transferrin/lactoferrin receptor protein 
368,Bcen2424_1498,3742.681077,0.711837675,0.272553191,0.000676163,0.010401852,0.711837675,ribosome maturation factor RimP,rimP,1,K09748,K09748 ribosome maturation factor RimP 
374,Bcen2424_5229,300.0806143,-0.711790244,0.271235877,0.000683416,0.010401852,0.711790244,FkbM family methyltransferase,,2,NA,no KO assigned 
452,Bcen2424_5145,267.6189444,-0.71132354,0.291577201,0.001151959,0.014531032,0.71132354,NAD(+)--rifampin ADP-ribosyltransferase,arr,2,NA,no KO assigned 
172,Bcen2424_2198,7010.566679,0.709846981,0.221216267,0.000112898,0.003733867,0.709846981,energy transducer TonB,,1,K03832,K03832 periplasmic protein TonB 
512,Bcen2424_2503,2140.59187,0.709189366,0.31167795,0.001662047,0.018503686,0.709189366,50S ribosomal protein L33,rpmG,1,K02913,K02913 large subunit ribosomal protein L33 
186,Bcen2424_1114,313.6839159,0.708337447,0.223040672,0.0001324,0.004053104,0.708337447,Rieske 2Fe-2S domain-containing protein,,1,NA,no KO assigned 
249,Bcen2424_4295,222.7757955,0.708111292,0.242743824,0.00029762,0.006826175,0.708111292,acyl-CoA synthetase,,2,K00666,K00666 fatty-acyl-CoA synthase [EC:6.2.1.-] 
217,Bcen2424_4916,241.5816304,-0.707451562,0.233940653,0.000212492,0.005557439,0.707451562,cytochrome P450,,2,NA,no KO assigned 
278,Bcen2424_0677,766.8213701,0.706049117,0.249035267,0.000381234,0.007829749,0.706049117,OsmC family protein,,1,K07397,K07397 putative redox protein 
518,Bcen2424_2193,122.7924011,0.705670105,0.313131862,0.001728766,0.019023109,0.705670105,TIGR00645 family protein,,1,NA,no KO assigned 
230,Bcen2424_1829,8091.034803,0.705369614,0.234491417,0.000242389,0.006021629,0.705369614,transcription termination factor Rho,,1,K03628,K03628 transcription termination factor Rho 
619,Bcen2424_0354,18798.71349,0.704450544,0.350208519,0.002936709,0.027077697,0.704450544,30S ribosomal protein S3,rpsC,1,K02982,K02982 small subunit ribosomal protein S3 
358,Bcen2424_2823,434.2583305,0.703925208,0.265462419,0.000650696,0.010333912,0.703925208,SIS domain-containing protein,,1,K00820,K00820 glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16] 
275,Bcen2424_4973,2516.658372,-0.703306929,0.248841222,0.00037242,0.007710931,0.703306929,hypothetical protein,,2,NA,no KO assigned 
194,Bcen2424_0371,16070.93012,0.700944167,0.221857377,0.000148671,0.00438234,0.700944167,30S ribosomal protein S13,rpsM,1,K02952,K02952 small subunit ribosomal protein S13 
530,Bcen2424_3972,38.99592154,-0.700845466,0.312212318,0.001838835,0.019772962,0.700845466,hypothetical protein,,2,NA,no KO assigned 
85,Bcen2424_0810,1321.620856,0.700015979,0.19081508,2.31E-05,0.001546145,0.700015979,membrane protein,,1,NA,no KO assigned 
94,Bcen2424_1500,30121.57167,0.699308974,0.190897766,2.87E-05,0.001740614,0.699308974,translation initiation factor IF-2,infB,1,K02519,K02519 translation initiation factor IF-2 
149,Bcen2424_0582,8258.813584,0.698182474,0.205533068,7.42E-05,0.002841705,0.698182474,50S ribosomal protein L27,rpmA,1,K02899,K02899 large subunit ribosomal protein L27 
270,Bcen2424_1129,3184.780173,0.696915814,0.241860749,0.000351994,0.007417666,0.696915814,sugar dehydratase,,1,K03598,K03598 sigma-E factor negative regulatory protein RseB 
357,Bcen2424_2824,441.747278,0.69525137,0.262127441,0.000649493,0.010333912,0.69525137,N-acetylglucosamine-6-phosphate deacetylase,nagA,1,K01443,K01443 N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25] 
559,BCEN2424_RS36965,74.99912308,0.691725959,0.317318133,0.002142674,0.021845295,0.691725959,hypothetical protein,,2,NA,NA
361,Bcen2424_4810,456.7241899,0.690321216,0.259777447,0.000655566,0.010359758,0.690321216,Fe2+-dependent dioxygenase,,2,K07336,K07336 PKHD-type hydroxylase [EC:1.14.11.-] 
279,Bcen2424_3000,278.4333638,-0.690207603,0.242663994,0.000383017,0.007838075,0.690207603,DUF3138 family protein,,1,NA,no KO assigned 
548,Bcen2424_2502,12935.40071,0.690063062,0.309354815,0.002043872,0.021242967,0.690063062,50S ribosomal protein L28,rpmB,1,K02902,K02902 large subunit ribosomal protein L28 
83,Bcen2424_2247,1171.208209,0.68908393,0.187267586,2.29E-05,0.001546145,0.68908393,NADH-quinone oxidoreductase subunit C,,1,K00332,K00332 NADH-quinone oxidoreductase subunit C [EC:7.1.1.2] 
800,Bcen2424_1261,161.4410627,0.688524986,0.427626177,0.006008985,0.042838488,0.688524986,hypothetical protein,,1,K09981,K09981 uncharacterized protein 
296,Bcen2424_2649,10773.20147,0.688357336,0.24471543,0.000426979,0.008234183,0.688357336,ADP-forming succinate--CoA ligase subunit beta,sucC,1,K01903,K01903 succinyl-CoA synthetase beta subunit [EC:6.2.1.5] 
183,Bcen2424_1061,499.1467881,0.688315403,0.215091073,0.000127123,0.003957209,0.688315403,MetQ/NlpA family ABC transporter substrate-binding protein,,1,K02073,K02073 D-methionine transport system substrate-binding protein 
239,Bcen2424_5306,1311.71353,-0.688090474,0.229910109,0.000268433,0.006383591,0.688090474,hypothetical protein,,2,NA,no KO assigned 
459,Bcen2424_5724,150.1431982,-0.685088065,0.283711535,0.001231013,0.015290901,0.685088065,porin,,2,NA,no KO assigned 
250,Bcen2424_4463,2723.831681,0.6846913,0.233139633,0.000298773,0.006826175,0.6846913,translation initiation factor IF-1,infA,2,K02518,K02518 translation initiation factor IF-1 
579,Bcen2424_0616,214.861013,-0.68280422,0.31982355,0.002417941,0.023839972,0.68280422,EF-hand domain-containing protein,,1,NA,no KO assigned 
409,Bcen2424_1126,124.579001,0.682567664,0.267549409,0.000887972,0.012315531,0.682567664,hypothetical protein,,1,NA,no KO assigned 
276,Bcen2424_1478,13748.36639,0.68143087,0.241073619,0.000372738,0.007710931,0.68143087,50S ribosomal protein L20,rplT,1,K02887,K02887 large subunit ribosomal protein L20 
697,Bcen2424_2194,310.855312,0.680656707,0.366767886,0.004122319,0.033743699,0.680656707,fumarate hydratase,,1,K01676,"K01676 fumarate hydratase, class I [EC:4.2.1.2] "
724,Bcen2424_1872,13472.35465,0.680616971,0.376043327,0.004490911,0.035386142,0.680616971,30S ribosomal protein S18,,1,K02963,K02963 small subunit ribosomal protein S18 
511,Bcen2424_5142,351.4477365,-0.680006624,0.296198173,0.001657317,0.018487203,0.680006624,ABC transporter permease,,2,K05846,K05846 osmoprotectant transport system permease protein 
248,Bcen2424_1047,52835.07821,0.679704106,0.230504253,0.000290906,0.006700261,0.679704106,30S ribosomal protein S1,rpsA,1,K02945,K02945 small subunit ribosomal protein S1 
66,Bcen2424_0315,264.7695692,-0.676574968,0.178134614,1.55E-05,0.001333391,0.676574968,flavodoxin family protein,,1,K03809,K03809 NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2] 
311,Bcen2424_2096,726.6631156,0.676122576,0.244229489,0.000495819,0.009099081,0.676122576,class I SAM-dependent methyltransferase,,1,NA,no KO assigned 
616,Bcen2424_3052,415.7450715,0.673903346,0.327379902,0.002906341,0.026928625,0.673903346,endonuclease,,1,NA,no KO assigned 
243,Bcen2424_2822,772.8215625,0.672768941,0.226685822,0.000274608,0.006455548,0.672768941,phosphoenolpyruvate--protein phosphotransferase,ptsP,1,K23993,K23993 multiphosphoryl transfer protein [EC:2.7.3.9 2.7.1.202] 
14,Bcen2424_0985,919.312319,0.67031818,0.138244727,1.25E-07,5.09E-05,0.67031818,cell division topological specificity factor MinE,minE,1,K03608,K03608 cell division topological specificity factor 
318,Bcen2424_1479,1877.550871,0.669324982,0.242035775,0.000518776,0.009308766,0.669324982,phenylalanine--tRNA ligase subunit alpha,pheS,1,K01889,K01889 phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20] 
96,Bcen2424_2095,5023.83668,0.666443109,0.183566081,2.94E-05,0.001758255,0.666443109,4-hydroxy-tetrahydrodipicolinate synthase,,1,K01714,K01714 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] 
705,Bcen2424_0085,661.6204116,0.665839945,0.354835706,0.004191934,0.033923064,0.665839945,ABC transporter substrate-binding protein,,1,K01999,K01999 branched-chain amino acid transport system substrate-binding protein 
470,Bcen2424_2890,365.9325073,0.664812503,0.275793245,0.001317901,0.015986218,0.664812503,transcriptional regulator GcvA,,1,K03566,"K03566 LysR family transcriptional regulator, glycine cleavage system transcriptional activator "
387,Bcen2424_4859,114.5208985,-0.664781749,0.253890135,0.000769941,0.011347652,0.664781749,divalent metal cation transporter,,2,NA,no KO assigned 
558,Bcen2424_5554,62.59729215,0.664032548,0.301233422,0.002142563,0.021845295,0.664032548,hypothetical protein,,2,NA,no KO assigned 
400,Bcen2424_0337,11181.74683,0.663797582,0.2568041,0.000852897,0.012150518,0.663797582,50S ribosomal protein L1,rplA,1,K02863,K02863 large subunit ribosomal protein L1 
934,BCEN2424_RS35995,595.7617245,-0.663442275,0.541187973,0.009589644,0.058647286,0.663442275,DUF2188 domain-containing protein,,2,NA,NA
208,Bcen2424_2108,2800.879361,0.663246433,0.213349374,0.000182754,0.005022635,0.663246433,3-deoxy-8-phosphooctulonate synthase,kdsA,1,K01627,K01627 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55] 
338,Bcen2424_3791,521.3506935,-0.662506412,0.243612162,0.000581629,0.009812432,0.662506412,hybrid sensor histidine kinase/response regulator,,2,K13490,"K13490 two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE  "
535,Bcen2424_3818,1484.092821,-0.661796262,0.294306573,0.001875489,0.01998063,0.661796262,transposase,,2,NA,no KO assigned 
738,Bcen2424_2592,29.13811312,0.661639681,0.360952953,0.004780272,0.036899203,0.661639681,HAD family phosphatase,,1,NA,no KO assigned 
490,Bcen2424_3719,454.9143312,-0.659710842,0.276059339,0.001466636,0.017062768,0.659710842,hypothetical protein,,2,NA,no KO assigned 
280,Bcen2424_2093,321.5242112,0.659634795,0.229033521,0.00039141,0.007981107,0.659634795,MBL fold metallo-hydrolase,,1,NA,no KO assigned 
892,Bcen2424_2167,84.2745863,0.659541704,0.460509868,0.008281503,0.052996029,0.659541704,formimidoylglutamate deiminase,,1,K05603,K05603 formimidoylglutamate deiminase [EC:3.5.3.13] 
466,Bcen2424_0487,2170.961162,-0.659399839,0.274859286,0.001270461,0.01552025,0.659399839,hypothetical protein,,1,NA,no KO assigned 
153,Bcen2424_5700,941.1204279,0.659268832,0.195780904,7.74E-05,0.002897186,0.659268832,helix-turn-helix domain-containing protein,,2,NA,no KO assigned 
521,Bcen2424_2862,1047.365426,0.658777661,0.28899724,0.001763355,0.019291785,0.658777661,PTS sugar transporter subunit IIA,,1,K02793,K02793 mannose PTS system EIIA component [EC:2.7.1.191] 
730,Bcen2424_3124,3751.889283,0.658533546,0.359397174,0.004595438,0.035911327,0.658533546,zinc metalloprotease HtpX,htpX,1,K03799,K03799 heat shock protein HtpX [EC:3.4.24.-] 
427,Bcen2424_4809,290.7129886,0.657602925,0.26027467,0.00100119,0.013370357,0.657602925,sel1 repeat family protein,,2,K07126,K07126 uncharacterized protein 
233,Bcen2424_1568,2015.997348,0.657334872,0.218400749,0.000253407,0.006213921,0.657334872,tRNA dihydrouridine(20/20a) synthase DusA,dusA,1,K05539,K05539 tRNA-dihydrouridine synthase A [EC:1.-.-.-] 
944,Bcen2424_4424,20.82010555,-0.657284027,0.514131599,0.009914589,0.059965179,0.657284027,hypothetical protein,,2,NA,no KO assigned 
302,Bcen2424_1719,236.9943184,-0.656434696,0.23374374,0.000459559,0.008664549,0.656434696,deacylase,,1,K19055,K19055 Ala-tRNA(Pro) deacylase [EC:3.1.1.-] 
258,Bcen2424_4135,2183.974409,0.656414211,0.223450136,0.000318225,0.00704428,0.656414211,dihydroxy-acid dehydratase,ilvD,2,K01687,K01687 dihydroxy-acid dehydratase [EC:4.2.1.9] 
98,Bcen2424_1592,826.0742744,0.656097327,0.181596555,3.19E-05,0.001869553,0.656097327,tRNA 2-selenouridine(34) synthase MnmH,mnmH,1,K06917,K06917 tRNA 2-selenouridine synthase [EC:2.9.1.3] 
187,Bcen2424_2223,282.5317692,0.655979453,0.204272646,0.000132515,0.004053104,0.655979453,peroxide stress protein YaaA,yaaA,1,K09861,K09861 uncharacterized protein 
725,Bcen2424_4890,1126.096739,-0.655097148,0.357336793,0.004513029,0.035511235,0.655097148,DUF4178 domain-containing protein,,2,NA,no KO assigned 
885,Bcen2424_3660,148.6136718,-0.653700216,0.454941672,0.008044815,0.051842179,0.653700216,membrane protein,,2,NA,no KO assigned 
473,Bcen2424_0486,1124.77524,-0.653463346,0.271210884,0.001329269,0.01602164,0.653463346,M15 family metallopeptidase,,1,K17733,K17733 peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-] 
372,Bcen2424_1119,10015.30098,0.653435443,0.244090462,0.000681173,0.010401852,0.653435443,50S ribosomal protein L32,rpmF,1,K02911,K02911 large subunit ribosomal protein L32 
256,Bcen2424_2972,376.375153,0.652412002,0.222177629,0.000312701,0.0069763,0.652412002,LacI family transcriptional regulator,,1,NA,no KO assigned 
201,Bcen2424_1499,9853.699178,0.651762944,0.205914623,0.000158432,0.0045066,0.651762944,transcription termination/antitermination protein NusA,nusA,1,K02600,K02600 transcription termination/antitermination protein NusA 
356,Bcen2424_1770,3151.032324,0.651162219,0.239915557,0.000635398,0.010182478,0.651162219,ABC-F family ATPase,,1,NA,no KO assigned 
391,Bcen2424_1825,1859.866296,0.650634014,0.248764665,0.000809669,0.011810788,0.650634014,recombination protein RecR,recR,1,K06187,K06187 recombination protein RecR 
317,Bcen2424_0849,66.45288342,0.648795753,0.232217601,0.000516851,0.009304962,0.648795753,ABC transporter substrate-binding protein,,1,K10013,K10013 lysine/arginine/ornithine transport system substrate-binding protein 
350,Bcen2424_1601,387.7828978,0.647390844,0.23856139,0.000619866,0.010091715,0.647390844,sulfate ABC transporter substrate-binding protein,,1,K23163,K23163 sulfate/thiosulfate transport system substrate-binding protein 
615,Bcen2424_4179,280.9150116,0.645593481,0.309992492,0.002894588,0.026863473,0.645593481,DEAD/DEAH box helicase,,2,NA,no KO assigned 
844,Bcen2424_R0067,26.39706563,0.644827944,0.40091449,0.00698325,0.047182553,0.644827944,tRNA-Arg,,1,K14219,K14219 tRNA Arg 
887,Bcen2424_0483,866.2950393,-0.643383637,0.447442145,0.008070807,0.051906647,0.643383637,OmpA family protein,,1,K03286,"K03286 OmpA-OmpF porin, OOP family "
166,Bcen2424_0679,19611.56244,0.642950382,0.194715333,0.000100625,0.003469423,0.642950382,50S ribosomal protein L13,rplM,1,K02871,K02871 large subunit ribosomal protein L13 
622,Bcen2424_4114,83.34501699,-0.642174883,0.30698818,0.002959814,0.027158678,0.642174883,hypothetical protein,,2,NA,no KO assigned 
369,Bcen2424_2117,6503.90995,0.642031407,0.234179305,0.000676176,0.010401852,0.642031407,peptide chain release factor 2,prfB,1,K02836,K02836 peptide chain release factor 2 
639,Bcen2424_0397,158.9186653,-0.641073387,0.315292928,0.003248315,0.028979311,0.641073387,sn-glycerol-3-phosphate ABC transporter permease UgpE,ugpE,1,K05815,K05815 sn-glycerol 3-phosphate transport system permease protein 
18,Bcen2424_2931,525.4577085,0.639451038,0.134604133,2.32E-07,7.33E-05,0.639451038,adenosylmethionine--8-amino-7-oxononanoate transaminase,,1,K00833,K00833 adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62] 
450,Bcen2424_5158,57.26128325,0.639441275,0.255011112,0.001145427,0.014512994,0.639441275,MFS transporter,,2,NA,no KO assigned 
414,Bcen2424_3671,81.3574076,-0.63824838,0.245462311,0.00089577,0.012315531,0.63824838,2Fe-2S iron-sulfur cluster binding domain-containing protein,,2,K07006,K07006 uncharacterized protein 
520,Bcen2424_5106,46.41506814,-0.637612926,0.27378215,0.001760321,0.019291785,0.637612926,cupin domain-containing protein,,2,NA,no KO assigned 
158,Bcen2424_2776,187.7290117,0.636750158,0.189983084,8.63E-05,0.003126041,0.636750158,G/U mismatch-specific DNA glycosylase,mug,1,K03649,K03649 double-stranded uracil-DNA glycosylase [EC:3.2.2.28] 
932,Bcen2424_3464,923.6550514,-0.635841798,0.476257347,0.009575098,0.058647286,0.635841798,hypothetical protein,,2,NA,no KO assigned 
375,Bcen2424_1912,1817.740505,0.634482263,0.236044244,0.000683827,0.010401852,0.634482263,peptidyl-prolyl cis-trans isomerase,,1,K03769,K03769 peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8] 
824,Bcen2424_R0031,71.45773462,0.63410221,0.38652239,0.006644726,0.045931772,0.63410221,tRNA-Asn,,1,K14220,K14220 tRNA Asn 
825,Bcen2424_R0032,71.45773462,0.63410221,0.38652239,0.006644726,0.045931772,0.63410221,tRNA-Asn,,1,K14220,K14220 tRNA Asn 
226,Bcen2424_0052,454.7377799,-0.633367326,0.206849649,0.000224507,0.005676526,0.633367326,type II secretion system protein M,,1,K02462,K02462 general secretion pathway protein M 
641,Bcen2424_1670,2443.869257,-0.633231474,0.311000402,0.003257935,0.029005309,0.633231474,chitinase,,1,K01183,K01183 chitinase [EC:3.2.1.14] 
748,Bcen2424_0211,155.0198587,-0.632271585,0.347225044,0.004903141,0.037391382,0.632271585,AAA family ATPase,,1,NA,no KO assigned 
583,Bcen2424_0357,8817.806654,0.631690104,0.287915366,0.00243544,0.023847187,0.631690104,30S ribosomal protein S17,rpsQ,1,K02961,K02961 small subunit ribosomal protein S17 
686,Bcen2424_1345,92.64866318,-0.631145059,0.322985169,0.00396851,0.033007099,0.631145059,nuclear transport factor 2 family protein,,1,NA,no KO assigned 
807,Bcen2424_0485,2413.066339,-0.630813784,0.409051368,0.0062749,0.044305957,0.630813784,type VI secretion system membrane subunit TssM,tssM,1,K11891,K11891 type VI secretion system protein ImpL 
162,Bcen2424_0809,996.0135971,0.63027124,0.189406231,9.52E-05,0.00336378,0.63027124,DUF3318 domain-containing protein,,1,NA,no KO assigned 
378,Bcen2424_1806,4504.897619,0.629650161,0.23364254,0.000701748,0.010589508,0.629650161,GTPase HflX,hflX,1,K03665,K03665 GTPase 
654,Bcen2424_1110,11701.93488,0.629054356,0.310487518,0.003440529,0.030000768,0.629054356,Rne/Rng family ribonuclease,,1,K08300,K08300 ribonuclease E [EC:3.1.26.12] 
923,Bcen2424_4845,24.12222369,-0.627768929,0.428899449,0.009158864,0.056697258,0.627768929,type III secretion system export apparatus protein SctT,sctT,2,K03228,K03228 type III secretion protein T 
760,Bcen2424_4734,968.6930484,0.6274609,0.347174416,0.005166034,0.038772518,0.6274609,elongation factor GreAB,,2,K06140,K06140 regulator of nucleoside diphosphate kinase 
925,Bcen2424_5062,22.1225094,-0.627073279,0.426518375,0.009255679,0.05717216,0.627073279,amine dehydrogenase,,2,K15229,K15229 methylamine dehydrogenase heavy chain [EC:1.4.9.1] 
157,Bcen2424_3788,300.0049181,-0.626621698,0.186678074,8.60E-05,0.003126041,0.626621698,chemotaxis protein CheR,,2,K13486,K13486 chemotaxis protein methyltransferase WspC 
231,Bcen2424_1814,3787.964252,0.625723488,0.205894481,0.00024416,0.006039252,0.625723488,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,rlmN,1,K06941,K06941 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192] 
396,Bcen2424_3911,221.5854392,0.624670852,0.239233528,0.000835946,0.012039739,0.624670852,membrane protein,,2,NA,no KO assigned 
694,Bcen2424_4679,36.18605332,-0.624483305,0.320228364,0.004053477,0.033324032,0.624483305,urea transporter,,2,K08717,K08717 urea transporter 
519,Bcen2424_4339,155.1488257,0.623531479,0.266982421,0.00175845,0.019291785,0.623531479,amino acid ABC transporter substrate-binding protein,,2,K02030,K02030 polar amino acid transport system substrate-binding protein 
268,Bcen2424_2667,961.4742799,0.621983704,0.211877521,0.000344833,0.007347393,0.621983704,copper resistance protein CopD,,1,K07245,K07245 copper resistance protein D 
720,Bcen2424_3976,61.21946248,-0.621957799,0.328681912,0.004428582,0.03508942,0.621957799,hypothetical protein,,2,NA,no KO assigned 
342,Bcen2424_2175,245.155696,-0.621684044,0.226048267,0.000590377,0.009812432,0.621684044,alpha/beta fold hydrolase,,1,NA,no KO assigned 
481,Bcen2424_3377,221.5158267,-0.620604334,0.256725559,0.001421912,0.016832006,0.620604334,methyltransferase domain-containing protein,,2,K00570,K00570 phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2 
672,Bcen2424_2254,15925.68567,0.620559947,0.309772563,0.003695967,0.031370497,0.620559947,30S ribosomal protein S15,rpsO,1,K02956,K02956 small subunit ribosomal protein S15 
894,Bcen2424_3977,123.8732404,-0.620543019,0.416715928,0.008328135,0.053174767,0.620543019,UTP--glucose-1-phosphate uridylyltransferase GalU,galU,2,K00963,K00963 UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9] 
525,Bcen2424_0570,2428.465338,0.619524893,0.263954678,0.001804835,0.019576221,0.619524893,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ,argJ,1,K00620,K00620 glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1] 
704,BCEN2424_RS37025,137.0366022,-0.61789356,0.319723281,0.004179867,0.033873593,0.61789356,hypothetical protein,,2,NA,NA
105,Bcen2424_3111,586.3078218,0.616832466,0.171437264,3.66E-05,0.002004817,0.616832466,rod shape-determining protein MreC,mreC,1,K03570,K03570 rod shape-determining protein MreC 
164,Bcen2424_1790,5678.393031,0.614776158,0.185319899,9.85E-05,0.003436652,0.614776158,acetyl-CoA C-acetyltransferase,,1,K00626,K00626 acetyl-CoA C-acetyltransferase [EC:2.3.1.9] 
245,Bcen2424_0438,1049.798959,0.614179212,0.204921292,0.000282191,0.006559206,0.614179212,twin-arginine translocase subunit TatC,tatC,1,K03118,K03118 sec-independent protein translocase protein TatC 
562,Bcen2424_1885,27649.55932,-0.613622164,0.275308651,0.002203334,0.022343611,0.613622164,hypothetical protein,,1,NA,no KO assigned 
591,Bcen2424_3136,83.09338293,-0.613493471,0.280071074,0.002515477,0.024296351,0.613493471,zf-CGNR multi-domain protein,,1,NA,no KO assigned 
939,Bcen2424_1523,1801.224947,-0.613400594,0.452159476,0.009655344,0.058747865,0.613400594,CpaF family protein,,1,K02283,K02283 pilus assembly protein CpaF [EC:7.4.2.8] 
625,Bcen2424_4220,407.1150506,-0.612608118,0.292160108,0.003046096,0.027777803,0.612608118,alanine dehydrogenase,ald,2,K00259,K00259 alanine dehydrogenase [EC:1.4.1.1] 
241,Bcen2424_1871,6649.515803,0.611780396,0.19809009,0.000269302,0.006383591,0.611780396,50S ribosomal protein L9,,1,K02939,K02939 large subunit ribosomal protein L9 
456,Bcen2424_1731,218.3244699,-0.610727574,0.244124544,0.001209016,0.01511668,0.610727574,D-glycerate dehydrogenase,,1,K00090,K00090 glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215] 
298,Bcen2424_5140,824.3600738,-0.61061803,0.213278753,0.000446791,0.008548424,0.61061803,2-hydroxyacid dehydrogenase,,2,NA,no KO assigned 
